Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,LABELS_CLASSEMENT,LABELS_THEMES,CLASSEMENT,CHAINES,LOGIS_CLASSEMENT,LOGIS_THEMES,CAPACITE_NBRE_PERS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
HLOAQU024V502FGY,02/01/2015,Chambres d'hôtesChambres d'hôtes,Agopian-Petrotchenko Françoise,,La Chaumière des Treilles,Les Champs de Treilles,,24400,EGLISE-NEUVE-D'ISSAC,24161,+33 5 53 82 33 67,+33 6 25 75 41 11,,0.443663,44.984038,,,,Non labellisé,,,Non classé,,,,4,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|69,00|75,00|Lit supplémentaire: 20,00€",,
HLOAQU064FS00129,26/04/2015,Chambres d'hôtesChambres d'hôtes,Aïn El Ayed,,,"95, impasse Ahurtibehere",,64122,URRUGNE,64545,+33 5 59 47 91 75,+33 6 75 61 57 89,www.chambresdhotes-ainelayed.fr, -1.6731536,43.3432744,Oui,Accès Internet,,Non labellisé,,,,,,,4,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|65,00|75,00|",Piscine partagée,Wifi
HLOAQU040V500C05,02/01/2015,Chambres d'hôtesChambres d'hôtes,Airial de Nahouns,"route de Sabres
",,,,40110,MORCENX,40197,+33 9 80 40 16 85,,chambreshotes-landes.com, -0.8667691,44.0620067,,,,Non labellisé,,,,,,,7,,"Nuitée|50,00|60,00|",,
HLOAQU024FS0058K,02/02/2015,Chambres d'hôtesChambres d'hôtes,Alain et Blandine Cattiaux ,"Le Bosquet 
",,,,24150,LALINDE,24223,+33 5 53 24 31 47,+33 6 83 54 51 78,,0.7314940,44.8442230,,Accès Internet # Cheminée # Matériel enfant,,Non labellisé,,,Non classé,,,,6,01/08/2015|31/08/2015|||||,"2 personnes (chambres d'hôtes)|80,00||Petit déjeuner inclus  # 4 personnes (chambres d'hôtes)|140,00||Petit déjeuner inclus ",Jeux pour enfants # Piscine partagée,
HLOAQU0640452023,14/04/2015,Chambres d'hôtesChambres d'hôtes,Alba Mendia,,Alba Mendia,,Quartier Lehenbiscay,64310,SARE,64504,+33 5 59 47 50 13,,http://pagesperso-orange.fr/alba.mendia, -1.589840,43.300830,Oui,Câble / satellite # Chauffage # Réfrigérateur # Télévision,,Gîtes de France,3 épis3 épis,,Non classé,,,,2,01/03/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|55,00|55,00| # 1 personne (chambres d'hôtes)|50,00|50,00|",,
HLOAQU064FS003U3,31/05/2015,Chambres d'hôtesChambres d'hôtes,Alundaberri,,Lotissement Atchinchi,"2, rue Legarralde",,64122,URRUGNE,64545,+33 5 59 03 67 18,+33 6 82 68 22 72 # + 34 6 08 77 11 24,, -1.7516005,43.3663268,Oui,Télévision,,Non labellisé,,,,,,,4,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|60,00|80,00|",,Table d'hôtes
HLOAQU0640452028,14/04/2015,Chambres d'hôtesChambres d'hôtes,Amets,,Maison Amets,,Quartier Sainte Catherine,64310,SARE,64504,+33 5 59 54 28 16,+33 6 87 77 50 83,www.chambresdhotes-amets.com, -1.556630,43.316630,Oui,Chauffage # Télévision,,Gîtes de France,2 épis2 épis,,Non classé,,,,6,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|60,00|60,00| # 1 personne (chambres d'hôtes)|50,00|| # 4 personnes (chambres d'hôtes)|100,00|| # Personne supplémentaire (chambres d'hôtes)|10,00|10,00|",,Wifi
HLOAQU064FS000MR,14/04/2015,Chambres d'hôtesChambres d'hôtes,Amphitryon,,Amphitryon,23 place Saint Pierre,,64400,OLORON-SAINTE-MARIE,64422,+33 5 59 39 78 50 # +33 5 59 39 98 00,+33 6 81 57 43 58,www.amphitryon-oloron.com # www.bearn-paysbasque.com, -0.6038922,43.1885952,Oui,Chauffage # Lit bébé # Matériel enfant # Réfrigérateur # Télévision,,Hébergement pêche # Non labellisé,,,,,,,13,01/01/2015|31/12/2015|||||,"1 personne (chambres d'hôtes)|55,00|75,00| # 2 personnes (chambres d'hôtes)|55,00|75,00| # 3 personnes (chambres d'hôtes)|80,00|100,00| # 4 personnes (chambres d'hôtes)|90,00|100,00| # Repas (chambres d’hôtes)|12,00|25,00|enfants payants à partir de 2 ans",,Table d'hôtes # Wifi
HLOAQU064FS003FQ,18/05/2015,Chambres d'hôtesChambres d'hôtes,Anderetea,,Maison Anderetea,Quartier Gréciette,,64240,MENDIONDE,64377,+33 5 59 29 14 03 # +33 5 59 11 20 64,+33 6 25 59 05 65,http://www.anderetea.com # http://www.gites64.com/fiche?NUM=442026, -1.2763452,43.3457635,Oui,Chauffage # Cheminée # Télévision,,Gîtes de France,3 épis3 épis,,Non classé,,,,4,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|65,00|85,00| # Personne supplémentaire (chambres d'hôtes)|15,00|15,00|",,Table d'hôtes # Wifi
HLOAQU064FS0030C,28/01/2015,Chambres d'hôtesChambres d'hôtes,Antzika,"Maison Antzika
",,Route de Borda,derrière l'église,64210,ARBONNE,64035,+33 5 59 41 87 72,+33 6 80 23 73 65,www.antzika.com, -1.5471464,43.4329108,Oui,Chauffage # Télévision,,,,,,,,,15,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|110,00|230,00|",Piscine privative,Wifi
HLOAQU064FS002KK,02/01/2015,Chambres d'hôtesChambres d'hôtes,Apitoki,,Apitoki,Chemin de Landatxoa,,64122,URRUGNE,64545,+33 5 59 41 82 77,,http://fr.apitoki.com, -1.6966756,43.338584,Oui,Accès Internet # Chauffage # Lit bébé # Matériel enfant,,Non labellisé,,,,,,,,,,Jeux pour enfants,Nettoyage / ménage # Wifi
HLOAQU033FS001CL,09/05/2015,Chambres d'hôtesChambres d'hôtes,Arcachambredhotes,"19, rue de la Dune Pontac
",,,,33120,ARCACHON,33009,+33 5 56 83 46 52,+33 6 14 90 12 98 # +33 6 34 10 72 34,, -1.1560049,44.6595718,,Accès Internet # Chauffage # Télévision # Wifi,,Non labellisé,,,Non classé,,,,2,15/01/2015|30/12/2015|||||,"2 personnes (chambres d'hôtes)|70,00|70,00|",,Wifi
HLOAQU033FS004P6,04/06/2015,Chambres d'hôtesChambres d'hôtes,Arésia,"6 rue des Chanterelles
",,,,33740,ARES,33011,+33 9 73 55 84 35,,www.aresia-bassindarcachon.com, -1.1365699,44.7717363,Oui,Accès Internet # Câble / satellite # Chaîne Hifi # Chauffage # Spa / Jacuzzi # Télévision # Wifi,,Naturellement Bassin,,,Non classé,,,,10,,"1 personne (chambres d'hôtes)|49,00|98,00| # 2 personnes (chambres d'hôtes)|72,00|118,00|",Piscine partagée,Wifi
HLOAQU0640452019,02/01/2015,Chambres d'hôtesChambres d'hôtes,Aretxola,,Aretxola,,,64310,SARE,64504,+33 5 59 54 28 33,+33 6 12 48 82 93,http://www.aretxola.com, -1.584010,43.283510,Oui,Télévision,,,,,Non classé,,,,10,02/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|75,00|115,00|25 lit supplémentaire # 4 personnes (chambres d'hôtes)|140,00|150,00|20 lit supplémentaire # Personne supplémentaire (chambres d'hôtes)|20,00|25,00|",Piscine partagée,Wifi
HLOAQU064FS001QD,19/05/2015,Chambres d'hôtesChambres d'hôtes,Arguibel,,,1146 chemin de Laharraga,,64210,AHETZE,64009,+33 5 59 41 90 46,+33 6 75 68 68 06,www.arguibel.fr, -1.5985536,43.4139327,Oui,Accès Internet # Chaîne Hifi # Lit bébé # Télévision,,Non labellisé,,,,,,,12,14/02/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|135,00|300,00|",Jeux pour enfants,Nettoyage / ménage # Wifi
HLOAQU064FS002N7,07/05/2015,Chambres d'hôtesChambres d'hôtes,Arguitoan,,,Chemin Larrebidea,Quartier Alotz,64200,ARCANGUES,64038,+33 5 59 43 17 85,+33 6 77 67 24 76,http://www.location-vacances-cotebasque.com, -1.5276952,43.4310003,Oui,Accès Internet # Four à micro ondes # Réfrigérateur,,Non labellisé,,,Non classé,,,,5,15/05/2015|15/09/2015|||||,"2 personnes (chambres d'hôtes)|60,00|90,00|Selon la période # Personne supplémentaire (chambres d'hôtes)|15,00|15,00|Lit une place (3eme personne)",Piscine partagée,Draps et/ou linge compris # Wifi
HLOAQU064FS0029R,02/01/2015,Chambres d'hôtesChambres d'hôtes,Arima Biarritz,,,17 bis rue Larrepunte,,64200,BIARRITZ,64122,+33 6 88 46 78 46,,www.arima-biarritz.com , -1.5580446,43.4720331,Oui,Accès Internet # Chauffage # Four à micro ondes # Lit bébé # Télévision,,,,,,,,,8,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|70,00|130,00| # |9,50||par personne",Piscine partagée,Table d'hôtes # Wifi
HLOAQU033FS001D3,28/05/2015,Chambres d'hôtesChambres d'hôtes,Armoise,"25, rue de Lucasson
",,,,33980,AUDENGE,33019,+33 5 56 26 79 19 # +33 5 56 05 32 61,+33 7 83 14 04 33,http://www.tourisme-coeurdubassin.com/armoise, -0.9890708,44.6911003,,Chauffage # Lit bébé # Télévision,,Non labellisé,,,Non classé,,,,4,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|65,00|65,00|petit déjeuner compris dans le prix",,Draps et/ou linge compris # Nettoyage / ménage
HLOAQU0400030514,03/06/2015,Chambres d'hôtesChambres d'hôtes,Aroha,"Chambres d'hôtes
",,142 rue Juzan,,40300,SORDE-L'ABBAYE,40306,+33 5 58 73 17 74,+33 6 84 56 14 83,www.aroha.fr, -1.0561191,43.5298253,Oui,Accès Internet # Wifi,,Non labellisé,,,Non classé,,,,12,,,,
HLOAQU064FS002KL,02/01/2015,Chambres d'hôtesChambres d'hôtes,Arotzenia,,,47 rue Jean Fourcade,,64122,URRUGNE,64545,+33 5 59 54 31 03,+33 6 43 54 43 53,www.restaurant-arotzenia.com, -1.7029452,43.3618809,Oui,Accès Internet # Chauffage # Télévision,,,,,,,,,,,,,Nettoyage / ménage
HLOAQU064FS001BQ,14/01/2015,Chambres d'hôtesChambres d'hôtes,Arrayoa - 3 épis,,Maison Arrayoa,,,64310,ASCAIN,64065,+33 5 59 54 06 18,+33 6 70 63 80 88,www.arrayoa.com, -1.6136974,43.3457635,Oui,Télévision,,,,,,,,,8,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|64,00|64,00|",Fronton /Pelote basque,
HLOAQU024FS004GN,14/04/2015,Chambres d'hôtesChambres d'hôtes,Artchambord,,,,Lassagne haute,24200,SAINT-ANDRE-D'ALLAS,24366,+33 5 53 59 31 34 # +33 5 65 31 78 25,,http://www.artchambord.com/,1.1664930,44.8884260,,Chauffage # Réfrigérateur,,Clair de Lune,,,Non classé,,,,3,03/04/2015|20/09/2015|||||,"2 personnes (chambres d'hôtes)|67,00|67,00|",,
HLOAQU064FS002W4,02/01/2015,Chambres d'hôtesChambres d'hôtes,Aski Zait,,Maison Aski Zait,,Quartier Xarbo Erreka,64310,SARE,64504,+33 5 59 54 25 85,+33 6 21 16 14 17,http://chambre-hotes.sare.voila.net, -1.5817523,43.308223,Oui,Four à micro ondes # Télévision,,Non labellisé,,,,,,,4,01/04/2015|11/11/2015|||||,"2 personnes (chambres d'hôtes)|55,00|55,00| # 4 personnes (chambres d'hôtes)|70,00|70,00|",,Wifi
HLOAQU040V504ZYB,08/06/2015,Chambres d'hôtesChambres d'hôtes,Astragale,"Route de Mauvezin d'Armagnac
",,,Carinat,40240,LABASTIDE-D'ARMAGNAC,40131,,+33 6 08 67 17 50,,,,,Chauffage # Lave linge privatif # Wifi,,Non labellisé,,,Non classé,,,,2,15/06/2015|15/10/2015|||||,"2 personnes (chambres d'hôtes)|60,00|65,00|",Matériel de sport # Piscine partagée,Draps et/ou linge compris # Prêt de vélos
HLOAQU0640451017,14/04/2015,Chambres d'hôtesChambres d'hôtes,Atherbea,,,110 Chemin Pendichenia,,64122,URRUGNE,64545,+33 5 59 46 37 00 # +33 5 59 11 20 64 # +33 6 03 85 81 69,,www.gites64.com, -1.670380,43.369630,Oui,,,Gîtes de France,3 épis3 épis,,Non classé,,,,7,,"2 personnes (chambres d'hôtes)|65,00|65,00|",,
HLOAQU064V5057L8,06/02/2015,Chambres d'hôtesChambres d'hôtes,Au Bois d'Elise,"10 Cote de Mauhourat
",,,,64510,MEILLON,64376,,+33 6 18 53 38 85,http://martineelise.wix.com/auboisdelise64, -0.2921580,43.2703103,,,,Gîtes de France,3 épis3 épis,,Non classé,,,,3,,"2 personnes (chambres d'hôtes)|90,00|90,00| # Personne supplémentaire (chambres d'hôtes)|15,00|15,00|",,
HLOAQU064FS003F8,16/01/2015,Chambres d'hôtesChambres d'hôtes,Au bon accueil,,,Route de Mourenx,,64150,LAHOURCADE,64306,+33 5 59 60 09 38,+33 6 73 54 79 98,, -0.6199264,43.3573305,,Accès Internet # Télévision,,Non labellisé,,,,,,,8,01/01/2015|31/12/2015|||||,"1 personne (chambres d'hôtes)|30,00|| # 2 personnes (chambres d'hôtes)|40,00||",,
HLOAQU040FS006MG,26/03/2015,Chambres d'hôtesChambres d'hôtes,Au Bon Accueil - chez Mme Francine Picavet,,,3470 route de St Geours,,40140,SOUSTONS,40310,+33 9 87 88 53 73,+33 6 88 90 51 42,, -1.2776058,43.7261304,Oui,Chauffage # Télévision,,Non labellisé,,,,,,,2,,,,
HLOAQU033FS0037J,07/03/2015,Chambres d'hôtesChambres d'hôtes,Au bord du canal,"22, rue de l'Eglise
",,,,33190,FONTET,33170,+33 9 83 40 70 74 # +33 6 32 20 66 29,,, -0.0272941,44.5625880,Oui,Lit bébé # Wifi,,Non labellisé,,,Non classé,,,,6,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|50,00|65,00|Selon la chambre et la période. # 1 personne (chambres d'hôtes)|45,00|55,00| # Repas (chambres d’hôtes)|23,00|23,00|sur réservation 24h à l'avance.",Jeux pour enfants # Matériel de sport,Table d'hôtes # Wifi
HLOAQU024FS005BA,19/05/2015,Chambres d'hôtesChambres d'hôtes,Au bord du monde,,,,Cirier Bossu,24530,VILLARS,24582,+33 9 66 88 81 77,+33 6 31 96 78 10,www.perigordvert-chambredhote.com,0.7538500,45.4213850,,Accès Internet # Congélateur # Four à micro ondes # Lave linge collectif # Lit bébé # Matériel enfant # Poêle à bois # Réfrigérateur # Télévision # Wifi,,Non labellisé,,,Non classé,,,,8,01/01/2015|31/12/2015|||||,"1 personne (chambres d'hôtes)|30,00|30,00| # 2 personnes (chambres d'hôtes)|38,00|38,00| # 3 personnes (chambres d'hôtes)|48,00|48,00| # Demi-Pension (chambre d'hôtes)|62,00|62,00|Tarif pour 2 personnes. # Repas (chambres d’hôtes)|12,00|12,00|",Jeux pour enfants,Table d'hôtes # Transport de bagages # Wifi
HLOAQU033FS003WI,26/02/2015,Chambres d'hôtesChambres d'hôtes,Au Clos Magnolia,"4 Saupiquet Sud
",,,,33210,CASTILLON-DE-CASTETS,33107,+33 5 56 71 68 82,+33 6 67 88 15 53,www.auclosmagnolia.com, -0.1039442,44.5505438,Oui,Accès Internet # Chauffage # Matériel enfant,,Non labellisé,,,Non classé,,,,11,,,Jeux pour enfants # Matériel de sport # Piscine partagée,Nettoyage / ménage
HLOAQU024FS004BW,19/05/2015,Chambres d'hôtesChambres d'hôtes,Au coin du feu,,,,Tierchâteau,24530,LA CHAPELLE-FAUCHER,24107,+33 5 53 52 44 79,+33 6 08 92 64 19,www.lecoindufeu24.fr,0.7785810,45.3980810,,Accès Internet # Lit bébé # Matériel enfant # Wifi,,Non labellisé,,,Non classé,,,,6,01/01/2015|31/12/2015|||||,"1 personne (chambres d'hôtes)|30,00|30,00| # 2 personnes (chambres d'hôtes)|40,00|40,00|",Jeux pour enfants,Table d'hôtes # Wifi
HLOAQU033FS00222,08/02/2015,Chambres d'hôtesChambres d'hôtes,Au Domaine du Chai,"1894 route de Moulon
",,,,33420,GENISSAC,33185,+33 5 57 24 84 45,+33 6 03 19 57 02,www.audomaineduchai.com, -0.253754,44.85381,Oui,Chauffage # Wifi,,Non labellisé,,,Non classé,,,,10,,,,Wifi
HLOAQU040FS0017S,14/04/2015,Chambres d'hôtesChambres d'hôtes,Au Grillon Dort,,,Le Bourg,,40410,MOUSTEY,40200,+33 5 58 07 71 86,,http://www.augrillondort.com/, -0.7617902,44.3576409,Oui,Télévision,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,Clévacances,3 clés3 clés,,,,,,13,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|55,00|65,00|",,
HLOAQU0400030712,14/04/2015,Chambres d'hôtesChambres d'hôtes,Au jardin,,,533 avenue de Megnicat,,40600,BISCARROSSE VILLE,40046,+33 5 58 78 08 85,+33 6 32 37 67 88,http://www.aujardingite.com/accueil.htm, -1.1533656,44.3914891,Oui,Chauffage # Four à micro ondes # Lit bébé # Réfrigérateur # Télévision # Wifi,,Clévacances,3 clés3 clés,,,,,,5,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|65,00|110,00|",,Draps et/ou linge compris
HLOAQU0400030841,23/04/2015,Chambres d'hôtesChambres d'hôtes,Au Logis des Becs Fins,,,,,40990,HERM,40279,+33 5 58 91 77 06,+33 6 23 96 30 56,http://www.aulogisdesbecfins.fr, -1.1449090,43.8059980,,Accès Internet # Réfrigérateur,,Gîtes de France,3 épis3 épis,,Non classé,,,,10,01/03/2015|15/11/2015|||||,"1 personne (chambres d'hôtes)|53,00|| # 2 personnes (chambres d'hôtes)|53,00|| # 3 personnes (chambres d'hôtes)|68,00|72,00| # Repas (chambres d’hôtes)|19,00|| # 4 personnes (chambres d'hôtes)|90,00||",Piscine partagée,Table d'hôtes
HLOAQU033FS0012S,17/03/2015,Chambres d'hôtesChambres d'hôtes,Au Moulin de Saint Leger,,,,,33540,SAUVETERRE-DE-GUYENNE,33506,+33 5 56 71 59 94,+33 6 28 37 74 18,www.moulindestleger.com , -0.0515572,44.6990848,Oui,Accès Internet # Chauffage # Lit bébé # Matériel enfant,,Non labellisé,,,Non classé,,,,8,01/03/2015|31/10/2015|||||,"1 personne (chambres d'hôtes)|55,00|| # 2 personnes (chambres d'hôtes)|60,00|| # Personne supplémentaire (chambres d'hôtes)|23,00||Pour la chambre familiale, 15 € pour un enfant et 23 € pour un adulte",Jeux pour enfants # Matériel de sport,Nettoyage / ménage # Wifi
HLOAQU047FS002NT,14/04/2015,Chambres d'hôtesChambres d'hôtes,Au Pigeonnier de Quittimont,,,,Hameau de Quittimont,47360,LACEPEDE,47125,+33 5 33 00 54 76 # +33 5 53 47 80 87,+33 6 83 32 54 28,www.chambredhotesaupigeonnier.com # www.gites-de-france-47.com,0.48407,44.31699,Oui,Chauffage # Télévision,,Clévacances # Gîtes de France # Sourire du Lot-et-Garonne,3 clés # 3 épis3 clés # 3 épis,Clévacances pêche # Gîtes de pêche # Gîtes et Vélo,,,,,4,01/02/2015|30/11/2015|||||,"1 personne (chambres d'hôtes)|60,00|60,00| # 2 personnes (chambres d'hôtes)|60,00|60,00| # 3 personnes (chambres d'hôtes)|75,00|75,00| # 4 personnes (chambres d'hôtes)|80,00|80,00| # Nuitée|60,00|80,00|1/2pers:60€-3pers:75€-4pers.:80€ # Repas (chambres d’hôtes)|17,50|17,50|",Piscine partagée,Nettoyage / ménage # Table d'hôtes
HLOAQU033FS001BB,14/04/2015,Chambres d'hôtesChambres d'hôtes,Au retour à la Source,"14 vieux Bourg
",,,,33540,MAURIAC,33278,+33 5 56 71 56 27,+33 6 81 04 17 55,www.retour-a-la-source.fr, -0.0301757,44.7478214,Oui,Télévision,,Non labellisé,,,Non classé,,,,8,07/01/2015|18/12/2015|||||,"2 personnes (chambres d'hôtes)|70,00|70,00| # 4 personnes (chambres d'hôtes)|125,00||",Jeux pour enfants,Draps et/ou linge compris # Table d'hôtes # Wifi
HLOAQU033FS000UK,26/02/2015,Chambres d'hôtesChambres d'hôtes,Au Roudeau,"20, lieu-dit Roudeau
",Monsieur et Madame COURBIN,,,33190,NOAILLAC,33306,+33 5 56 61 40 17,+33 6 81 67 96 55,, -0.023475,44.523676,Oui,Chauffage # Four à micro ondes # Lave linge collectif # Sèche linge collectif # Télévision,,Non labellisé,,,Non classé,,,,2,,,Piscine partagée,Table d'hôtes
HLOAQU064FS002IP,29/05/2015,Chambres d'hôtesChambres d'hôtes,Auberge Cavalière,,Auberge Cavalière,,Quartier l'Estanguet,64490,ACCOUS,64006,+33 5 59 34 72 30,,www.auberge-cavaliere.com, -0.6140871,42.9525966,Oui,Accès Internet # Chauffage # Cheminée # Lit bébé # Matériel enfant # Télévision,,Non labellisé,,,Non classé,,,,11,01/01/2015|31/12/2015|||||,"1 personne (chambres d'hôtes)|62,00|62,00| # 2 personnes (chambres d'hôtes)|68,50|68,50| # 3 personnes (chambres d'hôtes)|83,50|83,50| # 4 personnes (chambres d'hôtes)|98,00|98,00| # Repas (chambres d’hôtes)|22,00|22,00| # Demi-Pension (chambre d'hôtes)|76,50|186,00|1/2 pension tarif mini 1 pers à tarif maxi 4 pers - Minimum 2 nuits",,Draps et/ou linge compris # Nettoyage / ménage # Table d'hôtes # Wifi
HLOAQU064FS003TO,04/06/2015,Chambres d'hôtesChambres d'hôtes,Aux Lutins,,,Place Marcadieu,,64350,LEMBEYE,64331,+33 5 59 68 97 16,,http://www.restaurantdelatour-lembeye64.fr, -0.1126634,43.4488647,Oui,Accès Internet # Télévision,,,,,Non classé,,,,6,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|55,00|65,00| # 2 personnes (chambres d'hôtes)|90,00||Suite parentale",,Draps et/ou linge compris # Nettoyage / ménage # Wifi
HLOAQU024FS00379,06/01/2015,Chambres d'hôtesChambres d'hôtes,Aux Trois Sources,,,,Pech Lafaille,24200,SARLAT-LA-CANEDA,24520,+33 5 53 59 08 19,+33 6 81 89 09 77,www.hebergement-sarlat.com ,1.2390600,44.8978210,,Accès Internet # Télévision,,Non labellisé,,,,,,,16,01/01/2015|31/12/2015|||||,"2 personnes (chambres d'hôtes)|45,00|50,00| # 3 personnes (chambres d'hôtes)|57,00|59,00| # Personne supplémentaire (chambres d'hôtes)|12,00||",,Wifi
